country,Total_vaccin,Nombre_vaccin_utilisé,Date
Germany,65668175,5,2021-06-17
"Hong Kong",3080764,2,2021-06-17
Argentina,18496943,6,2021-06-18
Austria,7037791,5,2021-06-18
Belgium,9799632,5,2021-06-18
Bulgaria,1660453,4,2021-06-18
Chile,21487282,4,2021-06-18
Croatia,2428458,4,2021-06-18
Cyprus,751616,4,2021-06-18
Czechia,7217961,4,2021-06-18
Denmark,4526520,4,2021-06-18
Ecuador,4093937,3,2021-06-18
Estonia,926411,4,2021-06-18
"European Union",322080127,9,2021-06-18
Finland,3960108,4,2021-06-18
France,48398389,4,2021-06-18
Germany,66665752,5,2021-06-18
"Hong Kong",3131094,2,2021-06-18
Switzerland,6715239,3,2021-06-18
Ukraine,2056499,4,2021-06-18
"United States",315807213,3,2021-06-18
Uruguay,3539439,3,2021-06-18
Hungary,9715853,6,2021-06-18
Ireland,3830511,4,2021-06-18
Italy,45539524,4,2021-06-18
Japan,35290486,2,2021-06-18
Latvia,1032630,4,2021-06-18
Liechtenstein,30185,3,2021-06-18
Lithuania,2049881,4,2021-06-18
Luxembourg,463905,4,2021-06-18
Malta,648865,4,2021-06-18
Netherlands,13867650,5,2021-06-18
Norway,3688214,4,2021-06-18
Peru,6559250,3,2021-06-18
Poland,26315760,4,2021-06-18
Portugal,7789102,7,2021-06-18
Romania,8682121,4,2021-06-18
Slovakia,3293973,5,2021-06-18
Slovenia,1359069,4,2021-06-18
"South Korea",17846659,5,2021-06-18
Spain,36773663,4,2021-06-18
Sweden,7344500,4,2021-06-18
Italy,46099348,4,2021-06-19
Japan,36367150,2,2021-06-19
Latvia,1041122,4,2021-06-19
Peru,6673989,3,2021-06-19
Romania,8707600,4,2021-06-19
"South Korea",18081478,5,2021-06-19
Argentina,18729444,6,2021-06-19
Chile,21524056,4,2021-06-19
Czechia,7269080,4,2021-06-19
Ecuador,4148333,3,2021-06-19
"European Union",323652428,9,2021-06-19
France,48896856,4,2021-06-19
Germany,67094672,5,2021-06-19
"Hong Kong",3182707,2,2021-06-19
Switzerland,6778560,3,2021-06-19
Ukraine,2082102,4,2021-06-19
"United States",316874626,3,2021-06-19
Uruguay,3554028,3,2021-06-19
Switzerland,6799413,3,2021-06-20
Ukraine,2086492,4,2021-06-20
"United States",317721914,3,2021-06-20
Uruguay,3555063,3,2021-06-20
Italy,46537637,4,2021-06-20
Japan,37443027,2,2021-06-20
Latvia,1044623,4,2021-06-20
Peru,6707543,3,2021-06-20
Romania,8727945,4,2021-06-20
"South Korea",18084097,5,2021-06-20
Argentina,18828634,6,2021-06-20
Chile,21528016,4,2021-06-20
Czechia,7310334,4,2021-06-20
Ecuador,4165258,3,2021-06-20
"European Union",324628411,9,2021-06-20
France,49073894,4,2021-06-20
Germany,67390228,5,2021-06-20
"Hong Kong",3220666,2,2021-06-20
Argentina,18998243,6,2021-06-21
Chile,21547796,4,2021-06-21
Czechia,7420051,4,2021-06-21
Ecuador,4232430,3,2021-06-21
"European Union",326562368,9,2021-06-21
France,49672380,4,2021-06-21
Germany,68024008,5,2021-06-21
"Hong Kong",3266669,2,2021-06-21
Switzerland,6887784,3,2021-06-21
Ukraine,2095458,4,2021-06-21
"United States",318331811,3,2021-06-21
Uruguay,3607642,3,2021-06-21
Italy,47097140,4,2021-06-21
Japan,38770832,2,2021-06-21
Latvia,1057074,5,2021-06-21
Peru,6820692,3,2021-06-21
Romania,8747985,4,2021-06-21
"South Korea",18246450,5,2021-06-21
Italy,47669575,4,2021-06-22
Japan,40116564,2,2021-06-22
Latvia,1067318,4,2021-06-22
Peru,6962834,3,2021-06-22
Romania,8771735,4,2021-06-22
"South Korea",18418702,5,2021-06-22
Argentina,19285778,6,2021-06-22
Chile,21857028,4,2021-06-22
Czechia,7533764,4,2021-06-22
Ecuador,4301388,3,2021-06-22
"European Union",329056788,9,2021-06-22
France,50363901,4,2021-06-22
Germany,69106744,5,2021-06-22
"Hong Kong",3307667,2,2021-06-22
Switzerland,6980648,3,2021-06-22
Ukraine,2149244,4,2021-06-22
"United States",318978733,3,2021-06-22
Uruguay,3654222,3,2021-06-22
Switzerland,7070980,3,2021-06-23
Ukraine,2229169,4,2021-06-23
"United States",319625260,3,2021-06-23
Uruguay,3697053,3,2021-06-23
Italy,48238785,4,2021-06-23
Japan,41499789,2,2021-06-23
Latvia,1067698,4,2021-06-23
Peru,7092124,3,2021-06-23
Romania,8797821,4,2021-06-23
"South Korea",18582847,5,2021-06-23
Argentina,19548705,6,2021-06-23
Chile,22108875,4,2021-06-23
Czechia,7648954,4,2021-06-23
Ecuador,4375876,3,2021-06-23
"European Union",331783667,9,2021-06-23
France,51038662,4,2021-06-23
Germany,70447996,5,2021-06-23
"Hong Kong",3348351,2,2021-06-23
Argentina,19853067,6,2021-06-24
Chile,22362306,4,2021-06-24
Czechia,7767087,4,2021-06-24
Ecuador,4460390,3,2021-06-24
"European Union",334234137,9,2021-06-24
France,51691061,4,2021-06-24
Germany,71489427,5,2021-06-24
"Hong Kong",3394774,2,2021-06-24
Switzerland,7159816,3,2021-06-24
Ukraine,2325345,4,2021-06-24
"United States",320438486,3,2021-06-24
Uruguay,3739402,3,2021-06-24
Italy,48851569,4,2021-06-24
Japan,42867414,2,2021-06-24
Latvia,1067822,4,2021-06-24
Peru,7178543,3,2021-06-24
Romania,8823420,4,2021-06-24
"South Korea",18736933,5,2021-06-24
Hungary,10115279,6,2021-06-25
Ireland,4204612,4,2021-06-25
Italy,49469785,4,2021-06-25
Japan,44228530,2,2021-06-25
Latvia,1070858,4,2021-06-25
Liechtenstein,31817,3,2021-06-25
Lithuania,2172628,4,2021-06-25
Luxembourg,507372,4,2021-06-25
Malta,670950,4,2021-06-25
Netherlands,15299288,5,2021-06-25
Norway,4055555,4,2021-06-25
Peru,7306307,3,2021-06-25
Poland,28080818,4,2021-06-25
Portugal,8517314,7,2021-06-25
Romania,8849148,4,2021-06-25
Slovakia,3530527,5,2021-06-25
Slovenia,1424261,4,2021-06-25
"South Korea",18899140,5,2021-06-25
Spain,40516762,4,2021-06-25
Sweden,7981363,4,2021-06-25
Argentina,20229522,6,2021-06-25
Austria,7654319,5,2021-06-25
Belgium,10711830,5,2021-06-25
Bulgaria,1727938,4,2021-06-25
Chile,22573751,4,2021-06-25
Croatia,2581629,4,2021-06-25
Cyprus,788427,4,2021-06-25
Czechia,7882741,4,2021-06-25
Denmark,4936367,4,2021-06-25
Ecuador,4530177,3,2021-06-25
Estonia,958684,4,2021-06-25
"European Union",348732717,9,2021-06-25
Finland,4222610,4,2021-06-25
France,52441919,4,2021-06-25
Germany,72415258,5,2021-06-25
"Hong Kong",3452716,2,2021-06-25
Switzerland,7247776,3,2021-06-25
Ukraine,2422475,4,2021-06-25
"United States",320948980,3,2021-06-25
Uruguay,3778652,3,2021-06-25
Switzerland,7299103,3,2021-06-26
Ukraine,2466135,4,2021-06-26
"United States",321871084,3,2021-06-26
Uruguay,3791809,3,2021-06-26
Italy,50025321,4,2021-06-26
Japan,45486390,2,2021-06-26
Latvia,1074094,4,2021-06-26
Peru,7388868,3,2021-06-26
Romania,8871691,4,2021-06-26
"South Korea",18935742,5,2021-06-26
Argentina,20545497,6,2021-06-26
Chile,22626725,4,2021-06-26
Czechia,7933502,4,2021-06-26
Ecuador,4585010,3,2021-06-26
"European Union",350300822,9,2021-06-26
France,52966293,4,2021-06-26
Germany,72826913,5,2021-06-26
"Hong Kong",3511275,2,2021-06-26
Argentina,20721624,6,2021-06-27
Chile,22632401,4,2021-06-27
Czechia,7974169,4,2021-06-27
Ecuador,4607065,3,2021-06-27
"European Union",351302883,9,2021-06-27
France,53178602,4,2021-06-27
Germany,73119362,5,2021-06-27
"Hong Kong",3561480,2,2021-06-27
Switzerland,7317648,3,2021-06-27
Ukraine,2484766,4,2021-06-27
"United States",323074404,3,2021-06-27
Uruguay,3793087,3,2021-06-27
Italy,50457117,4,2021-06-27
Japan,46733138,2,2021-06-27
Latvia,1076391,4,2021-06-27
Peru,7440276,3,2021-06-27
Romania,8894234,4,2021-06-27
"South Korea",18937882,5,2021-06-27
Italy,51017382,4,2021-06-28
Japan,48120033,2,2021-06-28
Latvia,1091912,4,2021-06-28
Peru,7496893,3,2021-06-28
Romania,8913454,4,2021-06-28
"South Korea",19096521,5,2021-06-28
Argentina,21094475,6,2021-06-28
Chile,22638031,4,2021-06-28
Czechia,8086574,4,2021-06-28
Ecuador,4676242,3,2021-06-28
"European Union",353250891,9,2021-06-28
France,53787376,4,2021-06-28
Germany,73751185,5,2021-06-28
"Hong Kong",3613026,2,2021-06-28
Switzerland,7392675,3,2021-06-28
Ukraine,2501831,4,2021-06-28
"United States",324160787,3,2021-06-28
Uruguay,3847589,3,2021-06-28
Switzerland,7472327,3,2021-06-29
Ukraine,2583468,4,2021-06-29
"United States",324898875,3,2021-06-29
Uruguay,3902372,3,2021-06-29
Italy,51581608,4,2021-06-29
Japan,49541415,2,2021-06-29
Latvia,1106348,4,2021-06-29
Peru,7598095,3,2021-06-29
Romania,8934018,4,2021-06-29
"South Korea",19258920,5,2021-06-29
Argentina,21468730,6,2021-06-29
Chile,22887683,4,2021-06-29
Czechia,8200988,4,2021-06-29
Ecuador,4740784,3,2021-06-29
"European Union",355593487,9,2021-06-29
France,54478509,4,2021-06-29
Germany,74689008,5,2021-06-29
"Hong Kong",3669095,2,2021-06-29
Argentina,21844248,6,2021-06-30
Chile,23092888,4,2021-06-30
Czechia,8318201,4,2021-06-30
Ecuador,4821053,3,2021-06-30
"European Union",358036708,9,2021-06-30
France,55165780,4,2021-06-30
Germany,75717767,5,2021-06-30
"Hong Kong",3729359,2,2021-06-30
Switzerland,7555600,3,2021-06-30
Ukraine,2676654,4,2021-06-30
"United States",326265611,3,2021-06-30
Uruguay,3955294,3,2021-06-30
Italy,52156014,4,2021-06-30
Japan,50966868,2,2021-06-30
Latvia,1121120,4,2021-06-30
Peru,7780977,3,2021-06-30
Romania,8954818,4,2021-06-30
"South Korea",19411359,5,2021-06-30
Italy,52726054,4,2021-07-01
Japan,52163267,2,2021-07-01
Latvia,1132933,4,2021-07-01
Peru,7983364,3,2021-07-01
Romania,8973815,4,2021-07-01
"South Korea",19537915,5,2021-07-01
Argentina,22275967,6,2021-07-01
Chile,23275838,4,2021-07-01
Czechia,8430543,4,2021-07-01
Ecuador,4917896,3,2021-07-01
"European Union",360426912,9,2021-07-01
France,55856538,4,2021-07-01
Germany,76704021,5,2021-07-01
"Hong Kong",3777010,2,2021-07-01
Switzerland,7628627,3,2021-07-01
Ukraine,2767613,4,2021-07-01
"United States",327894543,3,2021-07-01
Uruguay,4008897,3,2021-07-01
Switzerland,7703029,3,2021-07-02
Ukraine,2862160,4,2021-07-02
"United States",328549967,3,2021-07-02
Uruguay,4063184,3,2021-07-02
Hungary,10336402,6,2021-07-02
Ireland,4570203,4,2021-07-02
Italy,53282436,4,2021-07-02
Japan,53299105,2,2021-07-02
Latvia,1145399,4,2021-07-02
Liechtenstein,34103,3,2021-07-02
Lithuania,2283940,4,2021-07-02
Luxembourg,556186,4,2021-07-02
Malta,699972,4,2021-07-02
Netherlands,16772112,5,2021-07-02
Norway,4435851,4,2021-07-02
Peru,8191869,3,2021-07-02
Poland,29483462,4,2021-07-02
Portugal,9345063,6,2021-07-02
Romania,8994342,4,2021-07-02
Slovakia,3742631,5,2021-07-02
Slovenia,1491991,4,2021-07-02
"South Korea",19665517,5,2021-07-02
Spain,44514502,4,2021-07-02
Sweden,8714784,4,2021-07-02
Argentina,22691393,6,2021-07-02
Austria,8278355,5,2021-07-02
Belgium,11437618,5,2021-07-02
Bulgaria,1791461,4,2021-07-02
Chile,23417744,4,2021-07-02
Croatia,2751077,4,2021-07-02
Cyprus,834479,4,2021-07-02
Czechia,8541527,4,2021-07-02
Denmark,5351593,4,2021-07-02
Ecuador,5022743,3,2021-07-02
Estonia,1010001,4,2021-07-02
"European Union",374639296,9,2021-07-02
Finland,4548707,4,2021-07-02
France,56606644,4,2021-07-02
Germany,77554370,5,2021-07-02
"Hong Kong",3847125,2,2021-07-02
Argentina,23027874,6,2021-07-03
Chile,23455757,4,2021-07-03
Czechia,8580187,4,2021-07-03
Ecuador,5111729,3,2021-07-03
"European Union",376124845,9,2021-07-03
France,57118138,4,2021-07-03
Germany,77932907,5,2021-07-03
"Hong Kong",3908848,2,2021-07-03
Switzerland,7750555,3,2021-07-03
Ukraine,2901017,4,2021-07-03
"United States",329708826,3,2021-07-03
Uruguay,4081359,3,2021-07-03
Italy,53810121,4,2021-07-03
Japan,54635362,2,2021-07-03
Latvia,1154045,4,2021-07-03
Peru,8390065,3,2021-07-03
Romania,9014869,4,2021-07-03
"South Korea",19685769,5,2021-07-03
Italy,54224992,4,2021-07-04
Japan,55904245,2,2021-07-04
Latvia,1156282,4,2021-07-04
Peru,8525943,3,2021-07-04
Romania,9026760,4,2021-07-04
"South Korea",19687691,5,2021-07-04
Argentina,23224237,6,2021-07-04
Chile,23460279,4,2021-07-04
Czechia,8609595,4,2021-07-04
Ecuador,5168963,3,2021-07-04
"European Union",377055424,9,2021-07-04
France,57316345,4,2021-07-04
Germany,78206872,5,2021-07-04
"Hong Kong",3961796,2,2021-07-04
Switzerland,7765505,3,2021-07-04
Ukraine,2925380,4,2021-07-04
"United States",330341240,3,2021-07-04
Uruguay,4082386,3,2021-07-04
Switzerland,7837276,3,2021-07-05
Ukraine,2998614,4,2021-07-05
Uruguay,4133286,3,2021-07-05
Italy,54766445,4,2021-07-05
Japan,57346739,2,2021-07-05
Latvia,1164039,4,2021-07-05
Peru,8714529,3,2021-07-05
Romania,9043215,4,2021-07-05
"South Korea",19821246,5,2021-07-05
Argentina,23633848,6,2021-07-05
Chile,23615649,4,2021-07-05
Czechia,8642413,4,2021-07-05
Ecuador,5316957,3,2021-07-05
"European Union",378780840,9,2021-07-05
France,57905385,4,2021-07-05
Germany,78744765,5,2021-07-05
"Hong Kong",4026439,2,2021-07-05
Argentina,24050515,6,2021-07-06
Chile,23746176,4,2021-07-06
Czechia,8675592,4,2021-07-06
Ecuador,5496098,3,2021-07-06
"European Union",380833329,9,2021-07-06
France,58578461,4,2021-07-06
Germany,79526225,5,2021-07-06
"Hong Kong",4086296,2,2021-07-06
Switzerland,7910758,3,2021-07-06
Ukraine,3092168,4,2021-07-06
"United States",330951026,3,2021-07-06
Uruguay,4182578,3,2021-07-06
Italy,55305570,4,2021-07-06
Japan,58818757,2,2021-07-06
Latvia,1172983,4,2021-07-06
Peru,8929198,3,2021-07-06
Romania,9059920,4,2021-07-06
"South Korea",19953113,5,2021-07-06
Italy,55854787,4,2021-07-07
Japan,60282475,2,2021-07-07
Latvia,1183186,4,2021-07-07
Peru,9101718,3,2021-07-07
Romania,9076995,4,2021-07-07
"South Korea",20080076,5,2021-07-07
Argentina,24454394,6,2021-07-07
Chile,23908487,4,2021-07-07
Czechia,8779446,4,2021-07-07
Ecuador,5694159,3,2021-07-07
"European Union",383167783,9,2021-07-07
France,59232383,4,2021-07-07
Germany,80526408,5,2021-07-07
"Hong Kong",4143570,2,2021-07-07
Switzerland,7981469,3,2021-07-07
Ukraine,3196848,4,2021-07-07
"United States",331387688,3,2021-07-07
Uruguay,4233872,3,2021-07-07
Switzerland,8053249,3,2021-07-08
Ukraine,3306008,4,2021-07-08
"United States",332080104,3,2021-07-08
Uruguay,4263746,3,2021-07-08
Italy,56441342,4,2021-07-08
Japan,61731836,2,2021-07-08
Latvia,1191897,4,2021-07-08
Peru,9261383,3,2021-07-08
Romania,9093306,4,2021-07-08
"South Korea",20227029,5,2021-07-08
Argentina,24864698,6,2021-07-08
Chile,24065282,4,2021-07-08
Czechia,8875103,4,2021-07-08
Ecuador,5925143,3,2021-07-08
"European Union",385384392,9,2021-07-08
France,59889906,4,2021-07-08
Germany,81378260,5,2021-07-08
"Hong Kong",4207322,2,2021-07-08
Argentina,25222064,6,2021-07-09
Austria,8778273,5,2021-07-09
Belgium,12311602,5,2021-07-09
Bulgaria,1853040,4,2021-07-09
Chile,24204875,4,2021-07-09
Croatia,2894144,4,2021-07-09
Cyprus,884496,4,2021-07-09
Czechia,8970967,4,2021-07-09
Denmark,5847285,4,2021-07-09
Ecuador,6196053,3,2021-07-09
Estonia,1054536,4,2021-07-09
"European Union",398961804,9,2021-07-09
Finland,4862976,4,2021-07-09
France,60630590,4,2021-07-09
Germany,82139202,5,2021-07-09
"Hong Kong",4277570,2,2021-07-09
Switzerland,8124126,3,2021-07-09
Ukraine,3420668,4,2021-07-09
"United States",332698840,3,2021-07-09
Uruguay,4289569,3,2021-07-09
Hungary,10495723,6,2021-07-09
Ireland,4960115,4,2021-07-09
Italy,57040933,4,2021-07-09
Japan,63170515,2,2021-07-09
Latvia,1203241,4,2021-07-09
Liechtenstein,36726,3,2021-07-09
Lithuania,2353687,4,2021-07-09
Luxembourg,585469,4,2021-07-09
Malta,719160,4,2021-07-09
Netherlands,18018254,5,2021-07-09
Norway,4712588,4,2021-07-09
Peru,9425919,3,2021-07-09
Poland,30823548,4,2021-07-09
Portugal,10405345,6,2021-07-09
Slovakia,3912775,5,2021-07-09
Slovenia,1547561,4,2021-07-09
"South Korea",20436768,5,2021-07-09
Spain,48263402,4,2021-07-09
Sweden,9312135,4,2021-07-09
Italy,57610689,4,2021-07-10
Japan,64625489,2,2021-07-10
Latvia,1211321,4,2021-07-10
Peru,9695115,3,2021-07-10
Romania,9118629,4,2021-07-10
"South Korea",20491036,5,2021-07-10
Argentina,25553795,6,2021-07-10
Chile,24248350,4,2021-07-10
Czechia,9009008,4,2021-07-10
Ecuador,6448672,3,2021-07-10
"European Union",400437134,9,2021-07-10
France,61119871,4,2021-07-10
Germany,82484051,5,2021-07-10
"Hong Kong",4341714,2,2021-07-10
Switzerland,8166337,3,2021-07-10
Ukraine,3462976,4,2021-07-10
"United States",333295548,3,2021-07-10
Uruguay,4295650,3,2021-07-10
Switzerland,8178052,3,2021-07-11
Ukraine,3489332,4,2021-07-11
"United States",333880373,3,2021-07-11
Uruguay,4296045,3,2021-07-11
Italy,58022254,4,2021-07-11
Japan,65890918,2,2021-07-11
Latvia,1213395,4,2021-07-11
Peru,9876662,3,2021-07-11
Romania,9136729,4,2021-07-11
"South Korea",20494001,5,2021-07-11
Argentina,25719298,6,2021-07-11
Chile,24253472,4,2021-07-11
Czechia,9040413,4,2021-07-11
Ecuador,6638944,3,2021-07-11
"European Union",401299767,9,2021-07-11
France,61290392,4,2021-07-11
Germany,82713019,5,2021-07-11
"Hong Kong",4396754,2,2021-07-11
Argentina,26106216,6,2021-07-12
Chile,24433465,4,2021-07-12
Czechia,9135730,4,2021-07-12
Ecuador,6920076,3,2021-07-12
"European Union",403099849,9,2021-07-12
France,61939206,4,2021-07-12
Germany,83182592,5,2021-07-12
"Hong Kong",4458515,2,2021-07-12
Switzerland,8247731,3,2021-07-12
Ukraine,3572509,4,2021-07-12
"United States",334329126,3,2021-07-12
Uruguay,4347650,3,2021-07-12
Italy,58590047,4,2021-07-12
Japan,67257547,2,2021-07-12
Latvia,1219919,5,2021-07-12
Peru,9984398,3,2021-07-12
Romania,9148811,4,2021-07-12
"South Korea",20621164,5,2021-07-12
Italy,59162347,4,2021-07-13
Japan,68620161,2,2021-07-13
Latvia,1226548,4,2021-07-13
Peru,10096887,3,2021-07-13
Romania,9163419,4,2021-07-13
"South Korea",20841589,5,2021-07-13
Argentina,26499619,6,2021-07-13
Chile,24617722,4,2021-07-13
Czechia,9229999,4,2021-07-13
Ecuador,7272818,3,2021-07-13
"European Union",405368937,9,2021-07-13
France,62755716,4,2021-07-13
Germany,83947341,5,2021-07-13
"Hong Kong",4518307,2,2021-07-13
Switzerland,8316849,3,2021-07-13
Ukraine,3673755,4,2021-07-13
"United States",334670114,3,2021-07-13
Uruguay,4392497,3,2021-07-13
Switzerland,8379044,3,2021-07-14
Ukraine,3782514,4,2021-07-14
"United States",335213278,3,2021-07-14
Uruguay,4436787,3,2021-07-14
Italy,59730375,4,2021-07-14
Japan,69975928,2,2021-07-14
Latvia,1232493,5,2021-07-14
Peru,10246787,3,2021-07-14
Romania,9178455,4,2021-07-14
"South Korea",21078216,5,2021-07-14
Argentina,26897755,6,2021-07-14
Chile,24780742,4,2021-07-14
Czechia,9325863,4,2021-07-14
Ecuador,7674482,3,2021-07-14
"European Union",407373097,9,2021-07-14
France,63094713,4,2021-07-14
Germany,84927654,5,2021-07-14
"Hong Kong",4575608,2,2021-07-14
Argentina,27297464,6,2021-07-15
Chile,24948275,4,2021-07-15
Czechia,9418755,4,2021-07-15
Ecuador,8104268,3,2021-07-15
"European Union",409724029,9,2021-07-15
France,63946067,4,2021-07-15
Germany,85699773,5,2021-07-15
Switzerland,8440309,3,2021-07-15
Ukraine,3899890,4,2021-07-15
"United States",335778223,3,2021-07-15
Uruguay,4483564,3,2021-07-15
"Hong Kong",4638976,2,2021-07-15
Italy,60345296,4,2021-07-15
Japan,71291729,2,2021-07-15
Latvia,1237299,4,2021-07-15
Peru,10447501,3,2021-07-15
Romania,9193271,4,2021-07-15
"South Korea",21346384,5,2021-07-15
"Hong Kong",4707964,2,2021-07-16
Hungary,10633699,6,2021-07-16
Ireland,5334505,4,2021-07-16
Italy,60942138,4,2021-07-16
Japan,72613263,2,2021-07-16
Latvia,1243006,4,2021-07-16
Liechtenstein,39058,3,2021-07-16
Lithuania,2411888,4,2021-07-16
Luxembourg,616711,4,2021-07-16
Malta,733541,4,2021-07-16
Netherlands,19120689,5,2021-07-16
Norway,4939997,4,2021-07-16
Peru,10676508,3,2021-07-16
Poland,31944498,4,2021-07-16
Portugal,11177630,6,2021-07-16
Romania,9208472,4,2021-07-16
Slovakia,4045283,5,2021-07-16
Slovenia,1597058,4,2021-07-16
"South Korea",21667935,5,2021-07-16
Spain,51553258,4,2021-07-16
Sweden,9822613,4,2021-07-16
Argentina,27753508,6,2021-07-16
Austria,9202556,5,2021-07-16
Belgium,13117166,5,2021-07-16
Bulgaria,1912455,4,2021-07-16
Chile,24953110,4,2021-07-16
Croatia,2987701,4,2021-07-16
Cyprus,920392,4,2021-07-16
Czechia,9516981,4,2021-07-16
Denmark,6348900,4,2021-07-16
Ecuador,8517766,3,2021-07-16
Estonia,1093427,4,2021-07-16
"European Union",421805413,9,2021-07-16
Finland,5132790,4,2021-07-16
France,64823881,4,2021-07-16
Germany,86364133,5,2021-07-16
Switzerland,8501147,3,2021-07-16
Ukraine,4011040,4,2021-07-16
"United States",336325815,3,2021-07-16
Uruguay,4532743,3,2021-07-16
Switzerland,8534392,3,2021-07-17
Ukraine,4061475,4,2021-07-17
"United States",336957934,3,2021-07-17
Uruguay,4539581,3,2021-07-17
"Hong Kong",4771417,2,2021-07-17
Italy,61480672,4,2021-07-17
Japan,73941379,2,2021-07-17
Latvia,1246678,4,2021-07-17
Peru,10986235,3,2021-07-17
Romania,9220087,4,2021-07-17
"South Korea",21741052,5,2021-07-17
Argentina,28075797,6,2021-07-17
Chile,24977030,4,2021-07-17
Czechia,9556761,4,2021-07-17
Ecuador,8827187,3,2021-07-17
"European Union",423252981,9,2021-07-17
France,65404171,4,2021-07-17
Germany,86637810,5,2021-07-17
Argentina,28243888,6,2021-07-18
Chile,24979269,4,2021-07-18
Czechia,9590682,4,2021-07-18
Ecuador,9081816,3,2021-07-18
"European Union",424167348,9,2021-07-18
France,65628954,4,2021-07-18
Germany,86838873,5,2021-07-18
Switzerland,8542270,3,2021-07-18
Ukraine,4098648,4,2021-07-18
"United States",337457251,3,2021-07-18
Uruguay,4539649,3,2021-07-18
"Hong Kong",4826736,2,2021-07-18
Italy,61925929,4,2021-07-18
Japan,75133810,2,2021-07-18
Latvia,1247958,4,2021-07-18
Peru,11165264,3,2021-07-18
Romania,9228150,4,2021-07-18
"South Korea",21745328,5,2021-07-18
"Hong Kong",4891885,2,2021-07-19
Italy,62500973,4,2021-07-19
Japan,76159902,2,2021-07-19
Latvia,1253080,4,2021-07-19
Peru,11264006,3,2021-07-19
Romania,9241392,4,2021-07-19
"South Korea",21979011,5,2021-07-19
Argentina,28662359,6,2021-07-19
Chile,25102784,4,2021-07-19
Czechia,9679632,4,2021-07-19
Ecuador,9402922,3,2021-07-19
"European Union",425945608,9,2021-07-19
France,66341141,4,2021-07-19
Germany,87222588,5,2021-07-19
Switzerland,8606468,3,2021-07-19
Ukraine,4179663,4,2021-07-19
"United States",337963257,3,2021-07-19
Uruguay,4570657,3,2021-07-19
Switzerland,8662314,3,2021-07-20
Ukraine,4279666,5,2021-07-20
"United States",338207136,3,2021-07-20
Uruguay,4596573,3,2021-07-20
