country;Somme_vaccinated;Moyenne_vaccinated;date_vaccination;Max_vaccinated;Min_vaccinated;Nombre_vaccin_utilisé
France;84668034;21167008.5000;22/08/2021;67346177;1018432;4
Germany;100204731;20040946.2000;22/08/2021;75575360;0;5
Argentina;40970186;6828364.3333;23/08/2021;13882972;16;6
Chile;27131371;6782842.7500;23/08/2021;19108058;480710;4
Czechia;11313633;2828408.2500;23/08/2021;9347680;190402;4
Ecuador;17844396;4461099.0000;23/08/2021;10884220;49048;4
European Union;508100700;56455633.3333;23/08/2021;373084910;0;9
France;85167719;21291929.7500;23/08/2021;67787324;1021363;4
Germany;100438344;20087668.8000;23/08/2021;75762517;0;5
Hong Kong;7114113;3557056.5000;23/08/2021;4439764;2674349;2
Italy;75873219;18968304.7500;23/08/2021;53715678;1432783;4
Latvia;1434725;358681.2500;23/08/2021;835682;107690;4
Peru;17784412;5928137.3333;23/08/2021;12704792;857380;3
Romania;9676899;2419224.7500;23/08/2021;7534377;567925;4
South Korea;37693397;7538679.4000;23/08/2021;18760673;1;5
Switzerland;9460789;3153596.3333;23/08/2021;6262931;13;3
Ukraine;8279461;1655892.2000;23/08/2021;2960984;16297;5
United States;362925040;120975013.3333;23/08/2021;205176686;14144305;3
Uruguay;5129402;1709800.6667;23/08/2021;3244138;90275;3
South Korea;38695489;7739097.8000;24/08/2021;19162067;1;5
Switzerland;9485484;3161828.0000;24/08/2021;6278670;13;3
Ukraine;8300200;1660040.0000;24/08/2021;2968744;16961;5
United States;363572769;121190923.0000;24/08/2021;205626564;14160458;3
Uruguay;5136135;1712045.0000;24/08/2021;3244238;90291;3
Argentina;41418757;6903126.1667;24/08/2021;14030787;16;6
Chile;27176334;6794083.5000;24/08/2021;19142288;483337;4
Czechia;11354528;2838632.0000;24/08/2021;9384768;192655;4
Ecuador;18071537;4517884.2500;24/08/2021;11025934;65036;4
European Union;509282106;56586900.6667;24/08/2021;374039958;0;9
France;85708825;21427206.2500;24/08/2021;68235383;1025114;4
Germany;100736970;20147394.0000;24/08/2021;76014989;0;5
Hong Kong;7171112;3585556.0000;24/08/2021;4480436;2690676;2
Italy;76154451;19038612.7500;24/08/2021;53921380;1435492;4
Latvia;1440889;288177.8000;24/08/2021;840765;27;5
Peru;17861915;5953971.6667;24/08/2021;12726741;865818;3
Romania;9690308;2422577.0000;24/08/2021;7541021;574465;4
Hong Kong;7227464;3613732.0000;25/08/2021;4520965;2706499;2
Italy;76449920;19112480.0000;25/08/2021;54140871;1438514;4
Latvia;1447659;361914.7500;25/08/2021;846521;108468;4
Peru;17953665;5984555.0000;25/08/2021;12758407;870130;3
Romania;9703797;2425949.2500;25/08/2021;7547658;581090;4
South Korea;39541788;7908357.6000;25/08/2021;19531123;1;5
Switzerland;9514486;3171495.3333;25/08/2021;6294545;13;3
Ukraine;8462610;1692522.0000;25/08/2021;3015518;16961;5
United States;364497950;121499316.6667;25/08/2021;206265542;14195895;3
Uruguay;5136172;1712057.3333;25/08/2021;3244244;90307;3
Argentina;41844913;6974152.1667;25/08/2021;14193327;16;6
Chile;27208052;6802013.0000;25/08/2021;19163733;485353;4
Czechia;11389611;2847402.7500;25/08/2021;9415681;194820;4
Ecuador;18301258;4575314.5000;25/08/2021;11146616;78910;4
European Union;510479965;56719996.1111;25/08/2021;375028697;0;9
France;86212679;21553169.7500;25/08/2021;68665100;1028666;4
Germany;101080137;20216027.4000;25/08/2021;76311214;0;5
Argentina;42287089;7047848.1667;26/08/2021;14343074;16;6
Chile;27290836;6822709.0000;26/08/2021;19165915;485794;4
Czechia;11422398;2855599.5000;26/08/2021;9444818;196627;4
Ecuador;18548846;4637211.5000;26/08/2021;11288497;97024;4
European Union;511603281;56844809.0000;26/08/2021;375934640;0;9
France;86700718;21675179.5000;26/08/2021;69059872;1032384;4
Germany;101381442;20276288.4000;26/08/2021;76569082;0;5
Hong Kong;7288154;3644077.0000;26/08/2021;4563508;2724646;2
Italy;76732254;19183063.5000;26/08/2021;54353885;1441291;4
Latvia;1453215;363303.7500;26/08/2021;851319;108727;4
Peru;18060826;6020275.3333;26/08/2021;12785737;873121;3
Romania;9717092;2429273.0000;26/08/2021;7554012;587735;4
South Korea;40613510;8122702.0000;26/08/2021;20187142;1;5
Switzerland;9543879;3181293.0000;26/08/2021;6314828;13;3
Ukraine;8636045;1727209.0000;26/08/2021;3068887;18252;5
United States;365421931;121807310.3333;26/08/2021;206901538;14230266;3
Uruguay;5141315;1713771.6667;26/08/2021;3244332;90334;3
South Korea;41761465;8352293.0000;27/08/2021;20807495;1;5
Spain;65745583;16436395.7500;27/08/2021;46035921;1943806;4
Sweden;12421046;3105261.5000;27/08/2021;9616791;0;4
Switzerland;9578599;3192866.3333;27/08/2021;6340207;13;3
Ukraine;8802596;1760519.2000;27/08/2021;3122175;18252;5
United States;366490656;122163552.0000;27/08/2021;207646621;14265931;3
Uruguay;5148328;1716109.3333;27/08/2021;3245201;90349;3
Argentina;42754157;7125692.8333;27/08/2021;14488883;16;6
Austria;10582635;2116527.0000;27/08/2021;7718021;0;5
Belgium;16229140;3245828.0000;27/08/2021;11709092;0;5
Bulgaria;2289402;572350.5000;27/08/2021;1398289;133038;4
Chile;27346374;6836593.5000;27/08/2021;19167992;486207;4
Croatia;3321893;830473.2500;27/08/2021;2369701;71561;4
Cyprus;1064083;266020.7500;27/08/2021;710520;19609;4
Czechia;11456504;2864126.0000;27/08/2021;9474959;198843;4
Denmark;8026384;2006596.0000;27/08/2021;6755278;46528;4
Ecuador;18814454;4703613.5000;27/08/2021;11432820;115171;4
Estonia;1317775;329443.7500;27/08/2021;910629;45282;4
European Union;517327223;57480802.5556;27/08/2021;380366960;0;9
Finland;6808315;1702078.7500;27/08/2021;5490157;0;4
France;87239415;21809853.7500;27/08/2021;69490760;1036014;4
Germany;101635170;20327034.0000;27/08/2021;76779166;0;5
Hong Kong;7351246;3675623.0000;27/08/2021;4607640;2743606;2
Hungary;11319557;1886592.8333;27/08/2021;5338629;151170;6
Ireland;6833737;1708434.2500;27/08/2021;4843111;234306;4
Italy;77023348;19255837.0000;27/08/2021;54565517;1443762;4
Latvia;1460525;365131.2500;27/08/2021;857498;109256;4
Liechtenstein;43658;14552.6667;27/08/2021;30338;0;3
Lithuania;2968168;742042.0000;27/08/2021;2019527;172671;4
Luxembourg;703327;175831.7500;27/08/2021;493699;34820;4
Malta;790339;197584.7500;27/08/2021;489444;30420;4
Netherlands;22899697;4579939.4000;27/08/2021;17358093;0;5
Norway;6894867;1723716.7500;27/08/2021;5692119;6204;4
Peru;18234809;6078269.6667;27/08/2021;12847987;875729;3
Poland;34815241;8703810.2500;27/08/2021;24763066;1749055;4
Portugal;14352073;2392012.1667;27/08/2021;9344606;776;6
Romania;9730455;2432613.7500;27/08/2021;7560564;594304;4
Slovakia;4472347;894469.4000;27/08/2021;3057130;37703;5
Slovenia;1821017;455254.2500;27/08/2021;1216792;97264;4
Hong Kong;7412121;3706060.5000;28/08/2021;4651516;2760605;2
Italy;77250897;19312724.2500;28/08/2021;54728138;1445243;4
Latvia;1463988;365997.0000;28/08/2021;860645;109365;4
Peru;18698581;6232860.3333;28/08/2021;12980688;879366;3
Romania;9739150;2434787.5000;28/08/2021;7565791;597493;4
South Korea;42288499;8457699.8000;28/08/2021;21082712;1;5
Switzerland;9595980;3198660.0000;28/08/2021;6350012;13;3
Ukraine;8890163;1778032.6000;28/08/2021;3150101;18252;5
United States;367562188;122520729.3333;28/08/2021;208396423;14301768;3
Uruguay;5150529;1716843.0000;28/08/2021;3245245;90358;3
Argentina;42997534;7166255.6667;28/08/2021;14542451;16;6
Chile;27348791;6837197.7500;28/08/2021;19168267;486234;4
Czechia;11465593;2866398.2500;28/08/2021;9483065;199566;4
Ecuador;19000304;4750076.0000;28/08/2021;11536422;128360;4
European Union;518055135;57561681.6667;28/08/2021;380945648;0;9
France;87580852;21895213.0000;28/08/2021;69783433;1037745;4
Germany;101772849;20354569.8000;28/08/2021;76886080;0;5
Argentina;43166244;7194374.0000;29/08/2021;14575921;16;6
Chile;27349434;6837358.5000;29/08/2021;19168407;486240;4
Czechia;11473903;2868475.7500;29/08/2021;9490337;200295;4
Ecuador;19115351;4778837.7500;29/08/2021;11606050;138651;4
European Union;518428035;57603115.0000;29/08/2021;381252425;0;9
France;87691946;21922986.5000;29/08/2021;69886140;1038139;4
Germany;101858347;20371669.4000;29/08/2021;76956541;0;5
Hong Kong;7463251;3731625.5000;29/08/2021;4692413;2770838;2
Italy;77412116;19353029.0000;29/08/2021;54850089;1446126;4
Latvia;1465147;366286.7500;29/08/2021;861665;109385;4
Peru;19107784;6369261.3333;29/08/2021;13094375;881512;3
Romania;9744770;2436192.5000;29/08/2021;7569157;599530;4
South Korea;42319183;8463836.6000;29/08/2021;21097540;1;5
Switzerland;9597907;3199302.3333;29/08/2021;6351652;13;3
Ukraine;8931640;1786328.0000;29/08/2021;3164602;18252;5
United States;368513059;122837686.3333;29/08/2021;209073174;14330970;3
Uruguay;5150553;1716851.0000;29/08/2021;3245248;90361;3
South Korea;43299924;8659984.8000;30/08/2021;21524251;1;5
Switzerland;9620910;3206970.0000;30/08/2021;6364978;13;3
Ukraine;9082122;1816424.4000;30/08/2021;3211322;18252;5
United States;369206092;123068697.3333;30/08/2021;209579682;14345660;3
Uruguay;5159030;1719676.6667;30/08/2021;3245358;90372;3
Argentina;43583595;7263932.5000;30/08/2021;14698422;16;6
Chile;27448647;6862161.7500;30/08/2021;19258524;488762;4
Czechia;11502626;2875656.5000;30/08/2021;9515157;201986;4
Ecuador;19296406;4824101.5000;30/08/2021;11712932;158208;4
European Union;519463453;57718161.4444;30/08/2021;382097697;0;9
France;88138828;22034707.0000;30/08/2021;70273754;1040163;4
Germany;102050812;20410162.4000;30/08/2021;77117159;0;5
Hong Kong;7527194;3763597.0000;30/08/2021;4735542;2791652;2
Italy;77762946;19440736.5000;30/08/2021;55111425;1448503;4
Latvia;1471010;367752.5000;30/08/2021;866734;109722;4
Peru;19125804;6375268.0000;30/08/2021;13099184;883937;3
Romania;9755425;2438856.2500;30/08/2021;7574972;604168;4
Hong Kong;7588570;3794285.0000;31/08/2021;4776794;2811776;2
Italy;78087387;19521846.7500;31/08/2021;55350876;1450804;4
Latvia;1477203;369300.7500;31/08/2021;872182;110015;4
Peru;19246139;6415379.6667;31/08/2021;13123784;887057;3
Romania;9767531;2441882.7500;31/08/2021;7581089;609922;4
South Korea;44063415;8812683.0000;31/08/2021;21803201;1;5
Switzerland;9645291;3215097.0000;31/08/2021;6380996;13;3
Ukraine;9239171;1847834.2000;31/08/2021;3261101;18252;5
United States;369860644;123286881.3333;31/08/2021;210054512;14358641;3
Uruguay;5166967;1722322.3333;31/08/2021;3245439;90397;3
Argentina;44043112;7340518.6667;31/08/2021;14819493;16;6
Chile;27560919;6890229.7500;31/08/2021;19361734;491420;4
Czechia;11526670;2881667.5000;31/08/2021;9535971;203749;4
Ecuador;19456354;4864088.5000;31/08/2021;11810657;177972;4
European Union;520547757;57838639.6667;31/08/2021;382965546;0;9
France;88612336;22153084.0000;31/08/2021;70657462;1042655;4
Germany;102294824;20458964.8000;31/08/2021;77329470;0;5
Argentina;44498347;7416391.1667;01/09/2021;14930003;16;6
Chile;27596949;6899237.2500;01/09/2021;19366581;491852;4
Czechia;11545275;2886318.7500;01/09/2021;9551783;205092;4
Ecuador;19439277;4859819.2500;01/09/2021;11787282;199225;4
European Union;521637202;57959689.1111;01/09/2021;383854330;0;9
France;89055296;22263824.0000;01/09/2021;71035011;1044764;4
Germany;102591473;20518294.6000;01/09/2021;77592968;0;5
Hong Kong;7637899;3818949.5000;01/09/2021;4811054;2826845;2
Italy;78401835;19600458.7500;01/09/2021;55571843;1452672;4
Latvia;1482969;370742.2500;01/09/2021;877398;110172;4
Peru;19396784;6465594.6667;01/09/2021;13155004;889476;3
Romania;9778548;2444637.0000;01/09/2021;7586831;614963;4
South Korea;44760837;8952167.4000;01/09/2021;22146165;1;5
Switzerland;9673566;3224522.0000;01/09/2021;6395152;13;3
Ukraine;9358193;1871638.6000;01/09/2021;3301023;18252;5
United States;370926686;123642228.6667;01/09/2021;210798052;14392613;3
Uruguay;5174250;1724750.0000;01/09/2021;3245532;90413;3
South Korea;45429853;9085970.6000;02/09/2021;22446050;1;5
Switzerland;9701840;3233946.6667;02/09/2021;6413857;13;3
Ukraine;9510965;1902193.0000;02/09/2021;3354853;18252;5
United States;371761613;123920537.6667;02/09/2021;211373074;14420976;3
Uruguay;5182034;1727344.6667;02/09/2021;3245636;90417;3
Argentina;44945956;7490992.6667;02/09/2021;15010459;16;6
Chile;27622886;6905721.5000;02/09/2021;19369863;492169;4
Czechia;11564659;2891164.7500;02/09/2021;9567269;206950;4
Ecuador;19573280;4893320.0000;02/09/2021;11849055;216882;4
European Union;522615977;58068441.8889;02/09/2021;384629792;0;9
France;89441203;22360300.7500;02/09/2021;71341798;1047097;4
Germany;102849777;20569955.4000;02/09/2021;77822030;0;5
Hong Kong;7685716;3842858.0000;02/09/2021;4843987;2841729;2
Italy;78700759;19675189.7500;02/09/2021;55785724;1455109;4
Latvia;1488376;372094.0000;02/09/2021;882152;110403;4
Peru;19583021;6527673.6667;02/09/2021;13210643;891311;3
Romania;9789397;2447349.2500;02/09/2021;7592323;620073;4
Hong Kong;7741939;3870969.5000;03/09/2021;4883745;2858194;2
Hungary;11520603;1920100.5000;03/09/2021;5518032;157534;6
Ireland;6954840;1738710.0000;03/09/2021;4958556;235227;4
Italy;78997238;19749309.5000;03/09/2021;55998684;1456841;4
Latvia;1494896;373724.0000;03/09/2021;888044;110561;4
Liechtenstein;43669;14556.3333;03/09/2021;30346;0;3
Lithuania;3031087;757771.7500;03/09/2021;2070418;178960;4
Luxembourg;708145;177036.2500;03/09/2021;497826;35354;4
Malta;792192;198048.0000;03/09/2021;491194;30505;4
Netherlands;23109905;4621981.0000;03/09/2021;17559368;0;5
Norway;7243487;1810871.7500;03/09/2021;5822673;6279;4
Peru;19798005;6599335.0000;03/09/2021;13286226;892794;3
Poland;35062220;8765555.0000;03/09/2021;24941847;1813101;4
Portugal;14633894;2438982.3333;03/09/2021;9511941;800;6
Romania;9800229;2450057.2500;03/09/2021;7597738;625277;4
Slovakia;4508402;901680.4000;03/09/2021;3084957;37709;5
Slovenia;1850326;462581.5000;03/09/2021;1240732;100841;4
South Korea;46346958;9269391.6000;03/09/2021;22910176;1;5
Spain;67486721;16871680.2500;03/09/2021;47409397;1951636;4
Sweden;12777734;3194433.5000;03/09/2021;9892527;0;4
Switzerland;9734731;3244910.3333;03/09/2021;6435843;13;3
Ukraine;9678454;1935690.8000;03/09/2021;3412919;18252;5
United States;373159478;124386492.6667;03/09/2021;212319148;14460971;3
Uruguay;5191351;1730450.3333;03/09/2021;3245733;90430;3
Argentina;45380124;7563354.0000;03/09/2021;15091528;16;6
Austria;10673041;2134608.2000;03/09/2021;7787273;0;5
Belgium;16396817;3279363.4000;03/09/2021;11857367;0;5
Bulgaria;2355250;588812.5000;03/09/2021;1441597;149801;4
Chile;27641957;6910489.2500;03/09/2021;19372444;492451;4
Croatia;3358285;839571.2500;03/09/2021;2397833;77177;4
Cyprus;1076414;269103.5000;03/09/2021;721382;19899;4
Czechia;11587994;2896998.5000;03/09/2021;9587043;208920;4
Denmark;8095507;2023876.7500;03/09/2021;6799998;46560;4
Ecuador;19703118;4925779.5000;03/09/2021;11902702;233557;4
Estonia;1343684;335921.0000;03/09/2021;931759;45789;4
European Union;527638748;58626527.5556;03/09/2021;388594584;0;9
Finland;7043911;1760977.7500;03/09/2021;5689857;0;4
France;89881829;22470457.2500;03/09/2021;71678447;1049497;4
Germany;103097537;20619507.4000;03/09/2021;78040767;0;5
Argentina;45675921;7612653.5000;04/09/2021;15150374;16;6
Chile;27642979;6910744.7500;04/09/2021;19372825;492484;4
Czechia;11593001;2898250.2500;04/09/2021;9591308;209543;4
Ecuador;19782795;4945698.7500;04/09/2021;11934517;242200;4
European Union;528303304;58700367.1111;04/09/2021;389122324;0;9
France;90201738;22550434.5000;04/09/2021;71950683;1050884;4
Germany;103205850;20641170.0000;04/09/2021;78130327;0;5
Hong Kong;7799206;3899603.0000;04/09/2021;4926650;2872556;2
Italy;79218323;19804580.7500;04/09/2021;56152954;1457950;4
Latvia;1498462;374615.5000;04/09/2021;891361;110607;4
Peru;20163747;6721249.0000;04/09/2021;13377468;894294;3
Romania;9806905;2451726.2500;04/09/2021;7601830;627679;4
South Korea;46718517;9343703.4000;04/09/2021;23086607;1;5
Switzerland;9751286;3250428.6667;04/09/2021;6444784;13;3
Ukraine;9747714;1949542.8000;04/09/2021;3437622;18252;5
United States;374129995;124709998.3333;04/09/2021;212979842;14492832;3
Uruguay;5192140;1730713.3333;04/09/2021;3245739;90437;3
South Korea;46733455;9346691.0000;05/09/2021;23096760;1;5
Switzerland;9753942;3251314.0000;05/09/2021;6445949;14;3
Ukraine;9789501;1957900.2000;05/09/2021;3451907;19252;5
Uruguay;5192332;1730777.3333;05/09/2021;3245740;90449;3
Argentina;45872427;7645404.5000;05/09/2021;15211495;16;6
Chile;27643157;6910789.2500;05/09/2021;19372857;492484;4
Czechia;11597363;2899340.7500;05/09/2021;9595055;210070;4
Ecuador;19842096;4960524.0000;05/09/2021;11960678;248738;4
European Union;528591433;58732381.4444;05/09/2021;389340143;0;9
France;90272324;22568081.0000;05/09/2021;72014574;1051314;4
Germany;103270643;20654128.6000;05/09/2021;78184039;0;5
Hong Kong;7842499;3921249.5000;05/09/2021;4962300;2880199;2
Italy;79361673;19840418.2500;05/09/2021;56246003;1458569;4
Latvia;1499478;374869.5000;05/09/2021;892284;110612;4
Peru;20435704;6811901.3333;05/09/2021;13423625;895878;3
Romania;9810927;2452731.7500;05/09/2021;7604327;629096;4
Hong Kong;7887820;3943910.0000;06/09/2021;4992666;2895154;2
Italy;79652000;19913000.0000;06/09/2021;56447819;1460172;4
Latvia;1503864;375966.0000;06/09/2021;896278;110678;4
Peru;20577320;6859106.6667;06/09/2021;13456383;897536;3
Romania;9819017;2454754.2500;06/09/2021;7608827;632553;4
South Korea;48103714;9620742.8000;06/09/2021;24121620;1;5
Switzerland;9777443;3259147.6667;06/09/2021;6460882;14;3
Ukraine;9923423;1984684.6000;06/09/2021;3496081;19252;5
Uruguay;5205611;1735203.6667;06/09/2021;3245820;90460;3
Argentina;46313495;7718915.8333;06/09/2021;15374496;16;6
Chile;27719593;6929898.2500;06/09/2021;19444012;494240;4
Czechia;11614733;2903683.2500;06/09/2021;9609801;211488;4
Ecuador;19930139;4982534.7500;06/09/2021;11996310;261483;4
European Union;529355033;58817225.8889;06/09/2021;389941471;0;9
France;90560219;22640054.7500;06/09/2021;72255659;1053076;4
Germany;103426175;20685235.0000;06/09/2021;78319226;0;5
Argentina;46776521;7796086.8333;07/09/2021;15558480;25;6
Chile;27798082;6949520.5000;07/09/2021;19517580;495800;4
Czechia;11628721;2907180.2500;07/09/2021;9621033;212984;4
Ecuador;20006132;5001533.0000;07/09/2021;12027164;274355;4
European Union;530183674;58909297.1111;07/09/2021;390582025;0;9
France;90853861;22713465.2500;07/09/2021;72481834;1054764;4
Germany;103649967;20729993.4000;07/09/2021;78520847;0;5
Hong Kong;7927884;3963942.0000;07/09/2021;5019256;2908628;2
Italy;79935200;19983800.0000;07/09/2021;56640114;1461737;4
Latvia;1508916;377229.0000;07/09/2021;900757;110779;4
Peru;20791059;6930353.0000;07/09/2021;13503160;903948;3
Romania;9827984;2456996.0000;07/09/2021;7613579;636613;4
South Korea;49089139;9817827.8000;07/09/2021;24901042;1;5
Switzerland;9803216;3267738.6667;07/09/2021;6477932;14;3
Ukraine;10073041;2014608.2000;07/09/2021;3550093;19252;5
United States;375635909;125211969.6667;07/09/2021;214049719;14531824;3
Uruguay;5212186;1737395.3333;07/09/2021;3246003;90478;3
South Korea;49771225;9954245.0000;08/09/2021;25436344;1;5
Switzerland;9836468;3278822.6667;08/09/2021;6495550;14;3
Ukraine;10234210;2046842.0000;08/09/2021;3610042;19252;5
United States;376594503;125531501.0000;08/09/2021;214716553;14553296;3
Uruguay;5217879;1739293.0000;08/09/2021;3246214;90486;3
Argentina;47149870;7858311.6667;08/09/2021;15699306;25;6
Chile;27815209;6953802.2500;08/09/2021;19521114;496016;4
Czechia;11643012;2910753.0000;08/09/2021;9632993;214242;4
Ecuador;20067875;5016968.7500;08/09/2021;12050963;285028;4
European Union;531072141;59008015.6667;08/09/2021;391298085;0;9
France;91178346;22794586.5000;08/09/2021;72752650;1056070;4
Germany;103911250;20782250.0000;08/09/2021;78756344;0;5
Hong Kong;7967836;3983918.0000;08/09/2021;5045610;2922226;2
Italy;80207147;20051786.7500;08/09/2021;56826673;1463319;4
Latvia;1515909;378977.2500;08/09/2021;907077;110930;4
Peru;21145059;7048353.0000;08/09/2021;13594784;910707;3
Romania;9837452;2459363.0000;08/09/2021;7618487;640953;4
Hong Kong;8010667;4005333.5000;09/09/2021;5074294;2936373;2
Italy;80485816;20121454.0000;09/09/2021;57023566;1464788;4
